公司代號,公司簡稱,產業別,住址,發言人,實收資本額,已發行普通股數
4401,東隆興,4,新北市板橋區三民路二段31號19樓,彭武譽,"$1,226,920,120","122,692,012"
4402,郡都開發,4,高雄市前金區中正四路151號9樓之1,唐承,"$679,918,300","67,991,830"
4406,新昕纖,4,台北市長安西路289號10樓之4,莊晉嘉,"$519,120,000","51,912,000"
4413,飛寶企業,4,新北市三重市新北大道二段252號8樓,蔡煌瑯,"$313,146,890","31,314,689"
4416,三圓,14,(104)台北市南京東路二段96號8樓,王朝平,"$735,862,130","73,586,213"
4417,金洲,4,屏東縣新園鄉港西村興安路12號,羅國榮,"$839,713,990","83,971,399"
4419,皇家美食,16,臺南市安平區永華路2段248號15樓之6,吳美慧,"$1,691,631,330","169,163,133"
4420,光明,4,台北市內湖區瑞光路607號7樓,李業振,"$404,550,000","40,455,000"
4430,耀億,20,彰化縣和美鎮彰美路六段334號,陳伯瑄,"$562,736,090","56,273,609"
4432,銘旺實,4,新北市五股區中興路一段6號9樓之5,陳炳欽,"$505,890,000","50,589,000"
4433,興采,4,新北市新莊區五權二路10號1樓,王淑芬,"$612,997,740","61,299,774"
4442,竣邦-KY,4,新北市中和區建一路186號14樓之4/H棟,張兆民,"$315,832,260","31,583,226"
4502,健信,5,彰化縣線西鄉彰濱東一路3號,吳明燦,"$574,696,860","57,469,686"
4503,金雨,5,彰化市延和里埔內街411巷101號,卓政懋,"$783,133,260","78,313,326"
4506,崇友,5,北市南京東路二段88號13樓,郭啟文,"$1,770,120,000","177,012,000"
4510,高鋒,5,台中市大雅區科雅路16號,陳振中,"$1,089,632,650","108,963,265"
4513,福裕,5,彰化縣伸港鄉興工路34號,張順福,"$1,143,619,210","114,361,921"
4523,永彰,5,桃園市中壢區青埔路二段111號11樓,莊太緯,"$649,490,000","64,949,000"
4527,方方土霖,5,高雄市梓官區赤崁北路300號,蘇麗玲,"$761,523,700","76,152,370"
4528,江興鍛,5,台中市西屯區協和里協和南巷3-1號,郭永義,"$841,656,950","84,165,695"
4529,淳紳,20,台北市大安區光復南路630號4樓,彭長鳳,"$845,490,960","84,549,096"
4530,宏易,16,臺北市中山區長安東路二段112號12樓之4,李修瀚,"$357,949,590","35,794,959"
4533,協易機,5,桃園市龜山區南上路446號,李丞偉,"$1,584,341,100","158,434,110"
4534,慶騰,5,苗栗縣頭份市中華路487巷20號,王興威,"$867,889,480","86,788,948"
4535,至興,5,彰化縣伸港鄉全興產業園區工八路3號,劉美娘,"$756,617,400","75,661,740"
4538,大詠城,5,(50544)彰化縣鹿港鎮鹿工南六路23號,簡安琪,"$594,696,040","59,469,604"
4541,晟田,20,高雄市路竹區北嶺二路11號,黃(方方土)宇,"$676,470,680","67,647,068"
4542,科嶠,28,桃園市龜山區明興街308號,吳明致,"$323,234,170","32,323,417"
4543,萬在,5,台南市關廟區中山路二段260號,郭慈媛,"$597,723,000","59,772,300"
4549,桓達,5,新北市土城工業區自強街16號,許碧雲,"$570,024,450","57,002,445"
4550,長佳,5,台北市內湖區基湖路10巷1號8樓,吳陽明,"$378,387,830","37,838,783"
4554,橙的,31,台中市中部科學工業園區科雅路29號5樓,陳奕儒,"$263,274,640","26,327,464"
4556,旭然,20,雲林縣斗六市科加六路15號,何宜瑾,"$423,028,400","42,302,840"
4558,寶緯,5,彰化縣北斗鎮財神路30號,詹俊毅,"$500,000,000","50,000,000"
4561,健椿,5,彰化縣線西鄉彰濱工業區彰濱東七路16號,葉珊綿,"$585,216,190","58,521,619"
4563,百德,5,台中市大甲區幼獅工業區工六路3號,謝天昕,"$549,500,000","54,950,000"
4568,科際精密,5,新北市中和區建康路6號5樓,陳英毅,"$317,691,250","31,769,125"
4577,達航科技,31,台中市大甲區日南里工一路21號,劉智鴻,"$491,379,980","49,137,998"
4580,捷流閥業,5,新北市土城區中山路九號,李文彬,"$468,031,090","46,803,109"
4584,君帆,5,台南市永康區永科環路118號,楊宜蓁,"$300,024,000","30,002,400"
4609,唐鋒,38,桃園市中壢區南園路2-20號,簡麗貞,"$479,468,200","47,946,820"
4702,中美實,38,台北市大安區敦化南路二段七十六號十二樓,王志國,"$723,332,000","72,333,200"
4706,大恭,21,台北市南港區八德路四段778號7樓,潘進富,"$790,300,930","79,030,093"
4707,磐亞,21,台北市新生南路一段50號11樓,吳宏揚,"$4,037,152,700","403,715,270"
4711,永純,21,台北市松江路168號11樓,盧永順,"$610,560,000","61,056,000"
4714,永捷,21,台南市安定區安加里258之26號,蕭世能,"$1,780,881,880","178,088,188"
4716,大立,21,高雄市永安區永工二路18號,洪玉婷,"$944,271,910","94,427,191"
4721,美琪瑪,21,桃園市觀音區草漯里大同一路1號,嚴文志,"$749,863,040","74,986,304"
4726,永昕,22,新竹科學園區新竹縣竹北市生醫二路66號7樓,陳佩君,"$2,071,988,000","207,198,800"
4728,雙美,22,台南市新市區環東路一段31巷10號1樓,詹惠琳,"$544,630,000","54,463,000"
4729,熒茂,26,高雄市路竹區竹南里路科三路7號,謝富雅,"$792,267,410","79,226,741"
4735,豪展,22,新北市三重區光復路一段78號9樓,紀強,"$415,687,580","41,568,758"
4741,泓瀚,21,(30093)新竹市大湖路173-2號,陳昭菁,"$348,120,790","34,812,079"
4743,合一,22,台北市中正區忠孝西路一段66號35樓,鄭淑玲,"$4,802,474,860","480,247,486"
4744,皇將,22,41280台中市大里區仁化里工業九路190號,徐火旺,"$555,978,690","55,597,869"
4745,合富-KY,22,"Suite 102, Cannon Place, North Sound Rd., George Town",王瓊芝,"$774,495,470","77,449,547"
4747,強生製藥,22,"(241)新北市三重區三和路四段77,79號",林俊巍,"$453,804,710","45,380,471"
4749,新應材,24,桃園市龍潭區三和里新和路455號,呂韶文,"$927,328,650","92,732,865"
4754,國碳科,21,338桃園市蘆竹區濱海里中圳街176號,陳佳暉,"$302,832,150","30,283,215"
4760,勤凱科技,31,高雄市大寮區大有3街32號,曾聰乙,"$322,182,830","32,218,283"
4767,誠泰科技,21,高雄市路竹區路科三路1號,林劍青,"$314,150,000","31,415,000"
4768,晶呈科技,21,苗栗縣竹南鎮公義路462巷58號,張永宏,"$474,879,690","47,487,969"
4772,台特化,21,彰化縣線西鄉彰濱西三路1號,呂有武,"$1,476,815,520","147,681,552"
4804,大略-KY,16,台北市中山區民生東路二段143號9樓,林建雄,"$719,919,200","71,991,920"
4806,桂田文創,32,臺北市內湖區新明路298巷6號4樓(總部:高雄市九如一路61號2樓),周伯威,"$999,470,920","99,947,092"
4903,聯光通,27,新竹市科學園區研新四路12號,林郁昌,"$1,053,437,140","105,343,714"
4905,台聯電,27,台北市內湖區瑞光路108號3樓,黃仲康,"$292,600,440","29,260,044"
4907,富宇,14,台中市西屯區市政北二路238號16樓之3,鍾博全,"$1,181,457,780","118,145,778"
4908,前鼎,27,新竹縣湖口鄉新竹工業區自強路三號,李昌祐,"$782,169,070","78,216,907"
4909,新復興,27,桃園市新屋區望間里10鄰十五間45號,廖毅樺,"$933,568,640","93,356,864"
4911,德英,22,台南市安南區科技五路92號,張娜芬,"$637,195,680","63,719,568"
4923,力士,24,(242)新北市新莊區思源路555號(24樓),鍾秉家,"$338,908,000","33,890,800"
4924,欣厚-KY,25,台北市中山區長安東路一段16號7樓之2,劉景成,"$371,644,090","37,164,409"
4931,新盛力,25,高雄市前鎮區西十五街一號,范貴鈞,"$655,657,610","65,565,761"
4933,友輝,26,桃園市大溪區仁善里新光東路80號,楊堯如,"$820,906,750","82,090,675"
4939,亞電,28,新竹縣竹北市環科一路3號6樓之7,鄭宛鈺,"$982,008,680","98,200,868"
4946,辣椒,32,台北市內湖區瑞光路583巷31號3樓,蕭雅馨,"$88,528,160","8,852,816"
4950,金耘國際,10,台南市柳營區工二路10號,李郁真,"$577,291,070","57,729,107"
4951,精拓科,24,(302)新竹縣竹北市台元二街10號7樓之1,陳贈文,"$341,487,130","34,148,713"
4953,緯軟,30,新北市汐止區新台五路1段93號32樓,長育禎,"$731,470,140","73,147,014"
4966,譜瑞-KY,24,"P.O.Box 309GT,Ugland House,South Church Street,George Town",趙捷,"$800,577,880","80,057,788"
4971,IET-KY,24,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Isl",王家齊,"$399,857,430","39,985,743"
4972,湯石照明,26,新北市樹林區博愛街236號4樓,王志遠,"$568,885,870","56,888,587"
4973,廣穎電通,24,台北市內湖區洲子街106號7樓,謝超民,"$653,928,430","65,392,843"
4974,亞泰,28,新北市中和區中正路880號2樓,吳淑品,"$725,001,040","72,500,104"
4979,華星光,27,桃園市中壢區合江路6號,王雅瑜,"$1,410,563,220","141,056,322"
4987,科誠,25,新北市中和區建康路168號13樓,陳美蘭,"$318,780,000","31,878,000"
4991,環宇-KY,24,"One Nexus Way, Camana Bay, Grand Cayman, KY1-9005, Cayman",余有崇,"$1,198,899,750","119,889,975"
4995,晶達,26,新北市新店區寶橋路235巷137號8樓,金仲仁,"$424,240,360","42,424,036"
5009,榮剛,10,台南市新營區新中路35號(總部地址:台南市柳營區工二路10號),康永昌,"$6,024,711,970","602,471,197"
5011,久陽,10,高雄市三民區九如一路502號25樓-3,黃俊義,"$1,006,697,380","100,669,738"
5013,強新,10,台南市722佳里區海澄里萊芊寮12-19號,王滿莉,"$1,334,160,000","133,416,000"
5014,建錩,10,桃園市大園區田心里大觀路178號,陳青嵐,"$1,832,650,540","183,265,054"
5015,華祺,10,桃園市中壢區松江北路29號,張順立,"$606,391,890","60,639,189"
5016,松和,10,南投市南崗工業區南崗三路61號,李靜慧,"$496,220,760","49,622,076"
5201,凱衛,30,台北市松山區光復北路11巷35號5樓,馮國書,"$386,746,000","38,674,600"
5202,力新,30,台北市114內湖區新湖一路128巷15號6樓,李雲琴,"$890,940,000","89,094,000"
5205,中茂,35,台北市內湖區內湖路1段396號3樓之1,詹益國,"$135,000,000","13,500,000"
5206,坤悅,14,台中市西屯區市政路402號19樓之二,賴志龍,"$1,715,175,000","171,517,500"
5209,新鼎,20,台北市北投區福善路16號11樓,謝仁興,"$284,271,030","28,427,103"
5210,寶碩,30,台北市松山區八德路二段358號六樓之一,林秉翰,"$821,777,790","82,177,779"
5211,蒙恬,30,(30071)新竹市光復路二段二巷47號7樓,詹榮泉,"$320,247,270","32,024,727"
5212,凌網,30,新竹縣竹北市台元一街8號5樓之6,羅玉瑩,"$346,330,000","34,633,000"
5213,亞昕,14,新北市新莊區思源路555號30樓,沈政毅,"$7,213,343,260","721,334,326"
5220,萬達光電,26,宜蘭縣蘇澳鎮頂平路22號,鄭勝件,"$396,670,000","39,667,000"
5223,安力-KY,25,新北市新莊區新北大道四段215號8樓,姚立芳,"$445,497,810","44,549,781"
5227,立凱-KY,28,桃園市觀音區環南路236號,朱瑞陽,"$680,000,000","68,000,000"
5228,鈺鎧,28,台中市南屯區精科東路15號,黃文結,"$380,562,530","38,056,253"
5230,雷笛克光學,26,新北市中和區板南路655號15F,蘇育平,"$559,767,300","55,976,730"
5236,凌陽創新,24,新竹科學園區新竹市力行一路1號3樓A2,李遠,"$600,040,380","60,004,038"
5245,智晶,26,350新竹科學工業園區苗栗縣竹南鎮科北二路8號,葉文欽,"$451,271,410","45,127,141"
5251,天鉞電,26,新北市中和區中正路700號3樓之3,莊士漢,"$337,333,770","33,733,377"
5263,智崴,32,高雄市前鎮區復興四路9號,歐陽志宏,"$738,580,880","73,858,088"
5272,笙科,24,新竹縣竹北市台元街18號十樓之一、之二,甘繼開,"$552,761,180","55,276,118"
5274,信驊,24,新竹市東區公道五路三段1號4樓之1,吳俐俐,"$378,026,850","37,802,685"
5276,達輝-KY,20,"P.O.Box31119 Grand Pavilion, Hibiscus Way,802West Bay Road",王耀鴻,"$395,000,000","39,500,000"
5278,尚凡*,36,(106)台北市大安區羅斯福路三段37號5樓,張家銘,"$300,000,000","300,000,000"
5287,數字,36,241新北巿三重區重新路五段609巷12號10樓,吳聰賢,"$603,105,500","60,310,550"
5289,宜鼎,25,新北市汐止區大同路一段237號5樓,郭光耀,"$953,452,170","95,345,217"
5291,邑昇,28,桃園市龜山區山鶯路中華巷2號,李上治,"$398,906,060","39,890,606"
5299,杰力,24,(302)新竹縣竹北市台元街22號4樓之1,陳倩姮,"$508,889,810","50,888,981"
5301,寶得利,16,台北市中山區新生北路2段28巷1號B1,張瑋瓛,"$658,903,040","65,890,304"
5302,太欣,24,台北市內湖區瑞光路358巷30弄1號10樓,李治宇,"$1,598,883,490","159,888,349"
5309,系統電,28,台北市內湖區堤頂大道一段1號6樓,謝東富,"$2,044,237,770","204,423,777"
5310,天剛,30,台北市大同區承德路2段81號8樓之2,張申曄,"$289,435,170","28,943,517"
5312,寶島科,22,新北市汐止區新台五路一段97號16F,張立徽,"$600,598,980","60,059,898"
5314,世紀*,20,臺南市安平區永華路2段248號8樓之6,張碩文,"$146,000,000","292,000,000"
5315,光聯,26,台中市潭子區潭子科技產業園區建國路12號,林珂如,"$1,063,518,320","106,351,832"
5321,美而快,36,臺北市南港區重陽路203巷29號9樓,王志仁,"$531,798,020","53,179,802"
5324,士開,14,台北市中山北路六段九十號八樓,郭穎彥,"$2,263,790,900","226,379,090"
5328,華容,28,高雄市大寮區民貴街60巷5號1樓,陳淑芬,"$1,727,107,240","172,710,724"
5340,建榮,28,桃園巿楊梅區民豐路277號,劉純珍,"$1,948,939,640","194,893,964"
5344,立衛,24,新竹市科學園區力行五路9號,許文景,"$794,474,600","79,447,460"
5345,馥鴻,20,臺北市中山區南京東路3段65號7樓,彭靜怡,"$377,950,000","37,795,000"
5347,世界,24,新竹科學園區新竹縣園區三路123號,黃惠蘭,"$18,673,923,550","1,867,392,355"
5348,正能量智能,37,苗栗縣竹南鎮科中路31號3樓,石介璇,"$147,759,170","14,775,917"
5351,鈺創,24,新竹市科學園區科技五路六號,蔡婷婷,"$3,255,957,810","325,595,781"
5353,台林,27,桃園市蘆竹區榮安路10號,陳建村,"$755,000,000","75,500,000"
5355,佳總,28,桃園市桃園區大林里興邦路39-4號,陳冠民,"$1,661,227,920","166,122,792"
5356,協益,25,臺北市中正區館前路49號3樓,王化立,"$1,030,400,000","103,040,000"
5364,力麗店,16,台北市中山區松江路162號3樓,何宜靜,"$638,499,400","63,849,940"
5371,中光電,26,新竹科學工業園區新竹市東區力行路11號,溫慧萍,"$3,909,811,100","390,981,110"
5381,光譜,28,桃園市中壢區中壢工業區東園路38-1號,謝炳輝,"$2,445,268,370","244,526,837"
5386,青雲,25,新北市中和區中正路716號6樓,呂仰鎧,"$360,808,810","36,080,881"
5392,能率,26,台北市復興北路101號10樓,董俊毅,"$1,765,621,450","176,562,145"
5398,慕康生醫,20,新北市汐止區大同路一段239號16樓之1,蕭錦龍,"$494,654,600","49,465,460"
5403,中菲,30,台北市內湖區行愛路151號8樓,吳淑如,"$781,761,230","78,176,123"
5410,國眾,30,臺北市內湖區陽光街298號3樓,彭鴻欽,"$920,561,230","92,056,123"
5425,台半,24,新北市新店區北新路3段205號11樓,吳志寬,"$2,634,854,860","263,485,486"
5426,振發,25,新北市三重區光復路二段二十五號,黎正忠,"$1,438,000,000","143,800,000"
5432,新門,35,台北市內湖區行忠路42號6樓,李曉青,"$206,878,040","20,687,804"
5438,東友,25,台北市內湖區南京東路六段503號12樓,李麗秋,"$1,125,365,650","112,536,565"
5439,高技,28,桃園市桃園區興邦路43巷3號,張秋雄,"$929,757,520","92,975,752"
5443,均豪,24,新竹科學工業園區新竹縣創新一路5-1號4樓,梁又文,"$1,647,466,440","164,746,644"
5450,南良,20,台北市內湖區陽光街349號6樓,白景仁,"$1,224,032,390","122,403,239"
5452,佶優,31,236043新北市土城工業區自強街8號,楊淑玲,"$1,487,636,690","148,763,669"
5455,昇益,14,新竹市東區公道五路二段417號11樓,陳文熾,"$655,018,130","65,501,813"
5457,宣德,28,桃園市龜山區民生北路一段568號,徐嘉德,"$1,744,554,000","174,455,400"
5460,同協,28,新北市新莊區民安路429巷1號,楊宗翰,"$587,781,300","58,778,130"
5464,霖宏,28,嘉義縣民雄鄉福樂村中山路6號,賴柔卉,"$710,714,900","71,071,490"
5465,富驊,25,台南市安南區安和路2段54巷225號,王駿東,"$1,476,826,290","147,682,629"
5468,凱鈺,24,新竹科學園區新竹市科技五路6號,蔣秀雲,"$589,229,090","58,922,909"
5474,聰泰,25,臺北市忠孝東路2段88號18樓,林宏沛,"$397,569,440","39,756,944"
5475,德宏,28,桃園市楊梅區楊湖路二段718號,陳源水,"$1,271,270,170","127,127,017"
5478,智冠,32,高雄市前鎮區擴建路1-16號13樓,鍾興博,"$1,560,743,320","156,074,332"
5481,新華,20,台北市中山區長春路328號8樓之1,許靜文,"$714,028,910","71,402,891"
5483,中美晶,24,新竹科學園區新竹市工業東二路八號四樓,彭欣瑜,"$6,412,216,510","641,221,651"
5487,通泰,24,新北市中和區建一路166號6樓,郭榮邦,"$242,225,160","24,222,516"
5488,松普,28,桃園市龜山區大華里頂湖五街三號,李振陽,"$915,861,240","91,586,124"
5489,彩富,31,台北市內湖區洲子街116號,林碧芳,"$1,027,064,410","102,706,441"
5490,同亨,25,新竹縣科學園區工業東九路三十號四樓,徐壬謙,"$961,522,010","96,152,201"
5493,三聯,31,台北市大安區復興南路一段390號5樓之3,郭勁廷,"$436,892,550","43,689,255"
5498,凱崴,28,桃園市桃園區大林里21鄰興邦路32號,初從維,"$1,932,835,450","193,283,545"
5508,永信建,14,高雄市新興區六合路183號12樓,陳怡均,"$2,174,281,330","217,428,133"
5511,德昌,14,台中市北區五常里五權路401-1號1樓,黃仲良,"$1,134,400,000","113,440,000"
5512,力麒,14,104台北市中山區吉林路99號8樓,柯賢仁,"$7,663,124,940","766,312,494"
5514,三豐,14,台北市長安東路二段173號7樓,石淑瑛,"$2,361,182,800","236,118,280"
5516,雙喜,14,新竹市民族路186號,鄒慶琦,"$515,452,230","51,545,223"
5520,力泰,14,台北市士林區延平北路七段七號,吳良材,"$599,752,450","59,975,245"
5523,豐謙,14,40360臺中市西區臺灣大道2段501號25樓之1,張嘉玲,"$1,550,014,640","155,001,464"
5529,鉅陞,14,台中市西屯區台灣大道二段633號12樓之3,楊曉暉,"$1,018,374,810","101,837,481"
5530,龍巖,20,台北市南港區經貿二路195號16樓,梁建芸,"$4,200,841,990","420,084,199"
5536,聖暉*,31,台中市西屯區文心路二段201號19樓之1,梁鈞幃,"$620,404,650","124,080,930"
5543,桓鼎-KY,14,"Grand Cayman KY1-1208, Cayman Islands",莊宏偉,"$467,035,930","46,703,593"
5547,久舜,14,台北市內湖區新湖二路257號2樓,蔡長榮,"$452,880,000","45,288,000"
5548,安倉,14,台北市中山區松江路223號6樓,吳東鵬,"$578,450,130","57,845,013"
5601,台聯櫃,15,基隆市七堵區堵南里三合街二號,賴允昌,"$648,000,000","64,800,000"
5603,陸海,15,新北市汐止區大同路2段171-1號12樓,胡玉惠,"$1,048,766,070","104,876,607"
5604,中連,20,台中市西屯區工業區一路7號,侯冠朱,"$1,087,829,680","108,782,968"
5609,中菲行,15,台北市114民權東路六段160號11樓,阮耀樟,"$1,428,840,000","142,884,000"
5701,劍湖山,16,雲林縣古坑鄉永光村大湖口六十七號,曾慶欑,"$1,430,000,000","143,000,000"
5703,亞都麗緻,16,台北市中山區民權東路二段41號,蔡逸文,"$702,395,940","70,239,594"
5704,老爺知,16,台東縣卑南鄉溫泉村龍泉路113巷23號,盧炳宏,"$388,616,580","38,861,658"
5864,致和證,17,台南市北區西門路三段十號,王文促,"$4,544,955,720","454,495,572"
5878,台名,17,臺北市館前路49號11樓,黃俊憲,"$250,243,030","25,024,303"
5902,德記,38,臺南市永康區中正路301號,許娟娟,"$945,000,000","94,500,000"
5903,全家,38,台北市中山北路二段61號7樓,吳勝福,"$2,232,200,000","223,220,000"
5904,寶雅,38,台南市民族路三段74號,沈鴻猷,"$1,064,438,260","106,443,826"
5905,南仁湖,16,高雄市苓雅區光華一路206號21樓之2,何曉光,"$2,816,232,350","281,623,235"
6015,宏遠證,17,台北市信義路四段236號3至5樓及7樓,廖宏彬,"$3,915,816,820","391,581,682"
6016,康和證,17,臺北市基隆路1段176號B1、9樓部分、10樓部分、14樓部分、15樓,康景泰,"$6,865,955,080","686,595,508"
6020,大展證,17,台北市大同區承德路一段17號17樓,曾煥祥,"$2,523,531,540","252,353,154"
6021,美好證,17,臺北市民生東路二段一七四、一七六號四樓,陳以白,"$3,123,909,740","312,390,974"
6023,元大期貨,17,台北市中山區南京東路2段77號2樓(部分)、3樓、4樓、5樓,袁良慧,"$3,199,762,880","319,976,288"
6026,福邦證,17,台北市忠孝西路1段6號5、6、7樓,朱室澄,"$3,961,618,410","396,161,841"
6101,寬魚國際,32,台北市大安區復興南路二段268號12樓,莊偉民,"$1,146,183,710","114,618,371"
6103,合邦,24,新竹巿科學工業園區園區二路11號8樓,林逸洲,"$136,048,910","13,604,891"
6104,創惟,24,新北市新店區北新路三段205號13樓,汪立威,"$911,271,070","91,127,107"
6109,亞元,27,台北市大安區基隆路四段43號研揚大樓7樓,游偉煌,"$678,254,140","67,825,414"
6111,光聚晶電,32,台北市大安區敦化南路2段11巷8號7樓,莊仁川,"$1,090,910,510","109,091,051"
6113,亞矽,29,台北市內湖區洲子街58號7樓,郭芳美,"$525,494,550","52,549,455"
6114,久威,28,台北市內湖區陽光街365巷39號3樓,林金樟,"$439,119,370","43,911,937"
6118,建達,29,新北市新店區中正路531號5樓,黃馴龍,"$908,895,730","90,889,573"
6121,新普,25,新竹縣湖口鄉八德路二段471號,魏靖文,"$1,849,705,190","184,970,519"
6122,擎邦,5,台北市內湖區瑞光路210號5樓,許錦碧,"$780,916,320","78,091,632"
6123,上奇,30,台北市內湖區瑞光路76巷33號3樓,魏茂發,"$620,894,300","62,089,430"
6124,業強,28,(115)臺北市南港區三重路１９-１３號７樓,鄭文豪,"$1,824,799,450","182,479,945"
6125,廣運,26,新北市瑞芳區頂坪路瑞芳工業區69號,沈麗娟,"$2,590,111,500","259,011,150"
6126,信音,28,新竹縣湖口鄉中正路二段209號,胡瑞珍,"$1,278,269,060","127,826,906"
6127,九豪,28,桃園市平鎮區平東路一段160號,陳永倉,"$1,080,797,510","108,079,751"
6129,普誠,24,新北市新店區寶橋路233-1號2樓,胡玉珍,"$1,809,436,750","180,943,675"
6130,上亞科技,22,臺北市內湖區行愛路77巷63號6樓,蔡侑潭,"$443,000,000","44,300,000"
6134,萬旭,28,新北市五股區工業區五工六路72號3樓,李秉哲,"$818,821,170","81,882,117"
6138,茂達,24,新竹科學園區新竹市篤行一路6號,王志信,"$752,760,000","75,276,000"
6140,訊達電腦,30,台北市中山區建國北路二段147號2樓,潘薇馨,"$548,977,600","54,897,760"
6143,振曜,27,新竹縣竹北市博愛街945號,黃子瑋,"$860,588,970","86,058,897"
6144,得利影,32,台北市民權西路53號10樓,楊愛麗,"$382,737,010","38,273,701"
6146,耕興,31,新北市汐止區新台五路一段一０六號六樓,潘鳳雯,"$1,018,671,990","101,867,199"
6147,頎邦,24,新竹市新竹科學園區力行五路三號,羅世蔚,"$7,445,935,390","744,593,539"
6148,驊宏資,30,台北市中正區北平東路30號5樓,高郁芬,"$466,037,570","46,603,757"
6150,撼訊,25,新北市汐止區新台五路一段79號7樓之7,周忠信,"$483,459,850","48,345,985"
6151,晉倫,31,桃園市大園區南港里11鄰長發路250號,簡嘉毅,"$552,573,000","55,257,300"
6154,順發,29,高雄市807三民區建國二路2號,楊佳芳,"$800,800,000","80,080,000"
6156,松上,28,新北市土城區忠承路117號4樓,徐丸杏,"$1,078,750,100","107,875,010"
6158,禾昌,28,桃園市興華路9號,詹朝貴,"$557,072,880","55,707,288"
6160,欣技,25,台北市大安區敦化南路二段333號12樓,張家榮,"$684,891,200","68,489,120"
6161,捷波,25,新北市新店區北新路三段207號9樓,周倩竹,"$562,374,770","56,237,477"
